blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTotalGold,blueTeamXp,blueTeamTotalDamageToChamps,blueWin
-1,-1,0,-1539,1646,-3968,0
1,-2,-1,1394,-261,-628,0
-8,-2,0,-2164,-1905,-1326,0
-1,-2,0,816,336,657,0
4,0,0,1816,148,6533,1
5,-2,0,2706,2473,8738,1
4,0,1,3421,-154,8748,1
-12,0,0,-6702,-5840,483,0
7,2,0,2779,2353,-30,0
7,0,0,3426,630,8861,0
5,2,1,3042,1497,11494,1
-11,-1,1,-4715,-1710,-9230,0
7,2,0,-1814,-978,4817,0
1,-2,1,754,2183,3749,1
-4,-2,0,-6716,-1584,-12596,0
2,-1,0,595,574,1496,0
11,-2,0,1622,-790,3714,0
15,2,0,6080,4837,-1024,1
1,0,0,-240,-2233,7337,1
-1,0,0,-3259,-843,1769,0
-11,-1,-1,-8722,-5461,-8948,0
2,-2,0,648,246,-1239,0
0,1,0,775,-459,1539,0
13,2,1,7775,3369,10951,1
5,1,0,969,1523,-4282,1
-2,-2,0,2485,2884,1169,1
4,-1,0,1349,2941,-6286,0
-16,-2,0,-8721,-5892,-1171,0
-9,-2,0,-4882,-1819,-7256,0
-6,0,-1,-3954,-1848,2645,0
-6,-1,0,-3713,-3151,-10118,0
-13,-1,0,-10179,-7459,-5216,0
12,1,0,10482,5275,2011,1
-10,-2,0,-2715,-5582,-14229,0
14,1,0,7688,2513,13708,1
-2,-1,0,1079,863,1553,1
-3,-2,0,-2446,-969,-6981,0
-6,-1,0,-1117,182,-4420,0
-4,1,0,-2308,-2753,692,0
5,1,0,4339,2711,-95,1
-5,-2,0,-2135,-1644,-12385,0
-4,-1,-1,-3796,-2114,-2760,0
3,0,0,1725,150,2003,1
-5,-2,0,-707,-440,1203,0
5,0,0,1316,614,-4986,1
3,0,0,5223,1995,12913,0
-6,-1,0,-4415,-3029,-9221,0
-13,-2,0,-8270,-2765,-14424,0
3,0,0,1438,626,-3450,0
8,-1,0,10304,6376,2356,1
1,-2,0,-114,-635,3253,0
-4,0,0,-1879,-119,-109,0
-8,0,-1,-5160,-2601,-2743,0
-12,-2,-1,-4775,-736,-10801,0
10,0,0,10864,6117,6531,1
4,0,0,5235,3418,937,1
1,0,0,366,-1859,1704,0
5,2,1,1130,140,2514,0
-3,-2,0,-3186,-1692,-201,0
-7,-2,0,-4549,-4098,-7743,0
-3,-1,-1,-412,-470,2495,0
-3,-2,0,-3562,-902,-11367,0
10,0,0,6502,3087,17791,1
18,0,0,8596,2838,13397,1
2,1,-1,-2198,-2649,-9537,0
-9,-2,0,-7938,-1380,-21580,0
-5,-2,-1,-1159,-94,-8073,0
-5,0,-1,-2417,-1018,-8528,0
3,1,0,2513,3528,6838,1
13,1,0,8336,5910,3059,1
-3,0,0,-1056,-1832,-1207,0
-7,-2,0,-2805,-454,-10847,0
-10,-1,0,-6427,-4318,-9160,0
2,1,1,2435,1254,5512,0
-7,0,0,-519,-366,1302,0
12,1,0,13589,8661,12334,1
3,0,0,910,1173,5250,1
-8,-2,0,-5638,-4449,-24745,0
-3,-1,0,558,1390,-4666,0
1,1,1,1599,1899,6395,1
-16,-2,-1,-8094,-5827,-11538,0
8,-1,0,1578,2984,5151,1
0,1,0,261,-2716,-7788,0
2,1,0,2107,-239,1041,1
-8,0,-1,-8100,-6298,-1903,0
10,1,-1,2972,1531,989,1
4,-2,0,2218,1836,-1424,1
4,-2,0,3968,2537,11713,1
-8,-2,0,-6589,-6194,-15117,0
-6,-2,-1,-5170,-2784,-3770,0
2,-2,0,2012,2192,272,1
4,0,1,4348,4893,7366,1
-6,-2,0,-3720,-2324,-3360,0
2,2,0,860,2302,2334,1
17,2,0,10344,5037,12918,1
-4,-1,0,-2517,-465,-3876,0
17,2,0,12344,8042,14956,1
3,1,1,3341,2161,12082,1
-7,0,-1,-2088,-2227,-2084,0
-5,-1,0,-5737,-3648,-5787,0
-3,-1,0,-934,857,-1115,0
3,0,1,815,1881,4120,1
1,2,-1,410,-991,6516,1
-11,0,0,-5392,-2408,-4928,0
2,-2,0,2477,1369,-7793,1
7,0,1,5005,3094,14136,0
-10,-2,0,-6625,-2442,-5399,0
-1,0,0,-2446,-389,-7555,0
0,-2,0,-34,1017,5064,1
1,-2,0,-316,197,-2881,0
-3,-1,0,-1624,-943,-6362,0
0,-1,1,2072,36,560,0
4,2,0,1796,742,4850,1
7,0,1,3293,2759,8729,0
-10,-2,0,-6751,-4090,-7909,0
-9,-2,0,-2936,-2193,-1737,0
1,2,0,925,607,10453,1
13,2,0,9568,6589,15379,0
-2,-1,0,941,-831,-3955,0
-6,-2,-1,-6219,-4509,-4700,0
-5,-2,0,-6047,-4182,-7427,0
2,2,1,-1097,-898,2307,0
5,0,0,2353,4346,6776,1
3,0,0,2713,1391,-2504,1
-8,-1,-1,-4854,-3621,-10539,0
3,1,0,5121,3023,6007,1
3,0,0,399,1766,812,1
0,-1,0,66,1000,-746,0
-4,-2,0,-811,96,7271,0
8,-2,1,4677,4192,8479,1
4,0,0,1541,1991,-3239,1
-3,0,0,-1390,-1943,-3120,0
-9,0,0,-7082,-4379,-6647,0
3,0,0,-30,1610,205,0
-2,-1,0,-863,-2817,-820,0
1,2,0,2268,1333,6491,1
0,1,0,2064,821,2003,1
1,1,0,627,-1102,-1168,0
19,2,1,7692,7353,16028,1
-14,0,0,-7806,-6069,-17191,0
-7,-2,1,-1672,-83,-10256,0
-3,0,0,720,2726,-5332,1
1,-2,1,607,601,7313,0
-4,-2,-1,-2821,-2702,-3825,0
10,2,0,5600,2699,10906,1
7,2,0,9299,4060,17084,1
-8,-1,-1,-5340,-1991,-8417,0
-4,-2,-1,-5378,-5341,-3657,0
-2,0,0,-63,-2192,-11042,0
12,1,0,6095,3964,5302,1
4,2,0,5654,3984,13200,1
-5,0,0,-5915,-2872,-8916,0
0,0,0,-572,-407,707,0
1,-2,-1,304,351,1890,1
5,0,1,6293,3974,10981,1
2,0,0,3634,2015,-1719,1
-5,-1,1,-593,-1812,-552,0
18,2,0,12313,6625,13741,1
-2,0,0,-2131,-2377,343,0
-1,0,-1,671,1463,-1268,0
6,0,0,4457,446,9758,1
-3,-2,0,-2277,-2098,2977,0
-7,0,0,-4602,-4752,-5001,0
-8,0,0,-4541,-2197,3127,0
3,2,1,2543,2148,-2998,1
-13,-1,0,-7673,-4260,-5658,0
-3,-2,0,639,-1681,483,0
-9,-2,0,-1205,-3327,-13083,0
-6,1,0,-632,-1016,-2562,0
8,-1,0,4570,2818,4842,0
6,1,0,7593,3250,11094,1
9,2,0,5459,3194,11335,1
1,0,-1,-484,566,6097,0
-5,-2,-1,-2789,-2836,-2855,0
3,1,0,2172,1888,1722,0
-1,-2,0,-2854,-1104,-1823,0
-15,-1,0,-6094,-6034,-17623,0
9,1,1,4666,4220,8620,1
-11,-2,0,-6341,-5330,-6013,0
2,1,0,1802,925,-5285,1
-1,-1,0,21,371,1481,0
-12,-2,1,-4702,-1671,-4883,0
-10,-2,-1,-5847,-4703,-7743,0
0,-2,0,120,-1060,3425,1
8,1,1,4502,3546,-1689,1
12,1,0,7857,4900,7965,1
-8,0,0,-6014,-3561,-5324,0
-10,-2,0,-7625,-4116,-4639,0
-16,-1,0,-7836,-6356,-13233,0
-2,1,0,-2254,836,7417,1
1,0,1,2226,-1371,-3806,0
7,1,0,6105,3275,7379,1
16,0,0,9313,6840,6691,1
8,2,-1,2769,915,10787,1
0,0,0,-3732,719,1372,0
13,1,1,8845,5276,5571,1
-17,-1,-1,-9311,-5467,-9203,0
1,0,1,916,1476,11580,1
-1,2,0,3078,725,204,1
3,0,0,2076,1350,4689,0
-9,-1,0,-5661,-2540,-10980,0
10,0,1,6105,2261,14102,1
-6,1,0,-5306,-6937,-3873,0
-12,0,0,-8398,-5108,-12614,0
10,0,1,5773,3611,5621,1
8,2,0,4867,2905,9306,1
-3,-2,1,432,956,7659,1
4,1,0,9457,7300,3846,1
1,2,-1,2293,3563,7110,1
-9,-2,0,-5324,-5348,-6246,0
13,2,1,8028,5519,11599,1
12,0,0,7642,7261,14536,1
1,0,0,-267,-1124,-912,0
-10,-2,-1,-5364,-3864,-2258,0
1,-1,0,687,-303,-1394,0
6,-2,0,7256,3345,19522,1
-4,1,0,-1502,-726,-5138,0
-7,-2,0,-2748,-3097,1023,0
-1,0,0,2,684,-5575,0
12,1,0,6262,3875,10130,1
3,0,1,2334,3743,6835,1
3,1,0,1625,-891,-4451,0
8,2,1,5268,4521,1243,1
2,0,-1,1364,2118,5327,1
-8,1,0,-2394,-1422,-6904,0
-6,-1,0,-3087,-4512,-11602,0
-3,0,0,-5460,-5469,-14884,0
1,1,-1,-3754,-2692,-6760,0
-8,-1,0,-5562,-4594,-2571,0
5,-2,0,755,-106,12332,1
-3,-2,0,630,-1585,-1766,0
13,0,0,8601,6261,5489,1
8,-2,0,3518,1652,7514,0
5,2,0,262,680,-21,1
7,2,0,4580,2996,5472,1
-1,-2,-1,-399,-1750,-3948,0
-9,-2,-1,-6205,-2041,-15551,0
-4,0,0,-689,-2864,-3809,0
14,2,0,7233,2587,6446,1
-12,-1,0,-9379,-3687,-8681,0
5,1,1,3168,3203,8372,1
-6,0,1,-3394,-1599,-10530,0
7,2,0,5194,3611,14131,1
-3,0,-1,-8372,-6878,-1095,0
-14,0,0,-5667,-3260,-4844,0
-9,0,1,-2212,-451,-1336,0
5,0,0,644,1589,9766,0
1,0,-1,2068,1183,11443,0
13,2,1,9642,3647,16940,1
-10,0,0,-5453,-3541,-2429,0
3,1,0,2224,2058,3309,0
19,2,0,5100,1973,13229,1
-14,-1,0,-4862,-6046,-16939,0
-7,2,0,-3520,-5781,-6821,0
11,2,0,7850,4109,3214,1
0,2,0,940,974,-5309,1
-4,0,0,-3493,76,-3985,0
6,-1,1,1564,3050,4230,0
11,2,0,5495,3558,1382,1
11,2,0,903,-711,2761,1
-5,-2,0,-3835,-2890,-8896,0
5,2,0,309,-851,1857,1
-3,-1,0,-2985,-2658,-7860,0
1,0,0,233,366,4120,0
-5,-1,-1,-1766,-2790,-2452,0
0,-2,0,1943,1601,857,1
7,2,0,3882,1965,9884,1
-1,-2,0,1691,-531,5778,0
-3,-1,0,-1370,-1254,2282,0
5,2,0,5355,2779,5724,1
-5,-2,0,-4377,-2200,-12089,0
-1,2,0,-1814,-2025,1527,0
-8,-2,0,-2554,-2421,2697,0
6,-2,0,1539,1614,4902,1
-23,-2,0,-11413,-6334,-18850,0
-6,-1,0,-5226,-4244,-9576,0
-12,0,0,-7917,-5505,-5288,0
2,0,0,2932,2463,3929,1
19,2,1,12486,7453,11783,1
8,-1,0,4008,2379,11149,1
-15,1,0,-8189,-6736,-11628,0
10,2,0,5563,2165,4245,1
-11,-2,0,-6484,-4796,-8213,0
-3,1,0,-15,-1039,-245,0
1,1,0,-1057,-861,4951,1
8,-2,0,3552,3799,5327,1
-1,0,0,2514,-270,12093,0
-8,-2,0,-7419,-5441,-15129,0
13,0,0,5045,3020,10447,1
12,0,0,4359,1617,11821,1
7,-1,0,4429,4775,2345,1
8,1,0,1752,1273,-1052,1
-4,0,0,414,521,-1529,1
8,0,0,3647,2226,6782,1
10,0,1,8085,4943,12006,1
-4,-1,0,-2296,-422,-7240,0
9,0,0,8315,5991,12524,1
3,2,1,1249,1098,-6645,1
-1,0,0,1104,866,6972,1
0,1,0,433,210,2704,1
5,1,0,4142,5889,12858,1
11,0,0,1923,925,3250,0
9,0,0,983,1856,11995,1
-8,0,0,-6233,-4093,-9478,0
-3,-1,1,-1942,354,-8784,0
-6,0,0,-2859,-1043,-13271,0
11,2,-1,6955,4961,11242,1
8,2,0,4836,4310,7685,1
2,0,-1,-314,2082,-2721,0
8,0,0,6955,6235,15316,1
6,-2,0,2345,-685,3338,0
0,-1,0,2437,1446,2624,0
8,1,0,4023,211,10125,1
3,0,0,648,864,-1592,0
14,2,0,9952,6570,15345,1
3,-1,1,1309,617,5087,1
-6,-1,0,-4834,-2244,-11041,0
-7,-1,-1,-4035,-2287,-8235,0
10,2,1,7360,3993,5912,1
9,1,0,3467,1569,4131,1
-2,0,0,630,113,-4703,1
-5,-2,-1,-1786,-553,-2621,0
-6,-1,0,-3929,-3630,-4190,0
-6,0,0,-3449,-3707,-4846,0
8,0,0,7072,4150,13352,1
0,-1,1,2179,2331,5327,1
-5,0,-1,-5780,-3339,-5467,0
1,0,1,1488,353,7806,1
-3,0,0,1213,2626,-833,0
0,0,0,-1413,-2015,-3499,0
-3,1,0,4685,2087,-2319,1
1,2,0,-1439,-2083,-6817,0
0,-1,-1,-2185,-531,-2762,0
10,2,0,3630,5200,2911,1
3,-1,0,3635,1633,6206,1
0,1,0,94,901,4304,1
12,2,0,6749,5412,3479,1
7,2,0,851,-1204,1954,0
-4,-2,0,-4862,-3934,-5879,0
7,2,0,6223,3207,8964,1
-1,-1,0,-126,1266,-7520,0
6,1,0,4989,3311,5860,1
7,1,0,5886,2773,7411,1
-12,-2,-1,-8568,-5601,-7730,0
-6,-2,0,-2423,-1063,-9199,0
-7,0,0,-6432,-4830,-11834,0
9,0,1,5627,3637,6057,1
5,1,0,4241,3142,10340,0
-11,-1,-1,-6294,-2963,-10988,0
5,0,1,3669,3893,-1435,1
4,1,0,1224,907,6454,0
-10,-2,0,-4073,-1774,3472,0
12,0,1,10986,7032,10162,0
15,0,1,7557,4705,10084,1
6,2,1,2607,326,-1282,1
9,0,1,6830,3605,11720,1
7,1,0,3451,2512,7500,1
-5,-2,1,-5101,-3925,3557,0
5,0,1,4977,3665,7412,1
-4,0,0,-426,-337,-2869,0
1,0,0,357,114,-1088,0
12,2,0,8659,4402,7447,1
-16,-2,-1,-6919,-4536,-9831,0
2,-2,-1,1388,-84,7357,0
-2,0,0,-649,-180,-2035,0
-2,1,0,-1725,-270,6571,0
-8,-2,-1,-7207,-3600,-16337,0
-8,-2,0,-2716,-866,-4858,0
9,2,0,5775,1891,-2744,1
0,-2,0,-631,-1406,1341,0
8,2,1,8145,4073,11161,1
-3,-2,1,-2596,-2101,-2007,0
0,-2,1,123,325,-4428,0
6,0,1,2214,1305,4620,1
-7,-2,0,-4075,-2534,-12177,0
1,2,0,-1086,-844,1580,0
0,0,0,590,1199,3722,1
-12,0,-1,-6596,-5684,-9133,0
-4,-2,-1,-4005,-1975,-7873,0
-4,1,0,-2873,-2492,-2721,0
-1,-1,0,511,2964,4585,1
-7,0,0,-2574,-2162,-9686,0
-4,-2,1,-2679,-2143,-5605,0
-7,0,0,-4089,-1768,-9063,0
2,-1,0,-205,-1430,4352,0
-6,-2,0,-5491,-1530,-3978,0
11,1,0,7136,4387,5758,1
-6,0,0,-428,-1651,-7237,0
-4,2,0,-2983,-1709,-8940,0
-5,-2,0,-2764,-1680,-2055,0
3,2,0,2842,1565,6412,1
0,-2,1,-1118,-35,4750,0
18,1,0,11191,7652,11643,1
5,-1,0,2729,1760,3189,1
14,2,0,10814,7030,13725,1
6,-1,-1,2360,2619,1526,1
0,2,0,858,-190,5656,0
-10,-2,0,-5032,-4343,-10899,0
-2,-1,0,479,-936,1867,0
4,2,0,3989,948,5612,1
3,0,0,838,-69,10587,1
2,2,0,2380,-2089,-1597,1
-5,-2,0,-4573,-2789,1919,0
-1,0,0,434,2954,-1787,0
-7,-2,0,-1364,-2989,-4193,0
13,1,1,9280,4536,11672,1
1,-2,1,479,1276,-3228,1
-13,1,0,-5660,-3597,-9392,0
2,1,0,-1501,-3600,4866,1
13,0,0,7790,5901,10488,1
4,0,1,464,475,15006,0
2,0,1,3798,4230,7126,1
3,2,0,-106,430,11335,1
-14,-1,0,-9178,-5993,-11390,0
2,-2,1,5152,3620,12321,1
-4,1,0,-4138,-4337,-5669,0
-2,-2,0,-1145,853,3111,0
-5,0,0,-656,-1178,-5106,0
-1,-2,0,-281,-878,129,0
-8,1,0,-1794,-2215,445,0
7,-2,0,8179,2923,4053,1
1,1,0,2487,122,-4721,0
-2,-2,0,164,256,881,0
1,0,0,-1721,151,-4453,1
-3,-1,0,-2183,-2575,2271,0
-8,0,-1,-9212,-7428,-15763,0
-1,2,0,1241,-490,5401,1
2,-1,1,115,-693,3775,1
-7,-1,0,-4026,-2258,-10279,0
-3,-2,-1,-2039,-4035,-7023,0
-5,0,-1,-6450,-2710,-6503,0
1,-1,-1,-920,816,32,0
-6,-1,0,-3355,-2774,-3408,0
0,0,0,2047,2807,-1073,0
-4,-2,0,933,-1531,-9740,0
-8,-1,0,-7897,-2658,-18085,0
0,-2,1,3368,2054,-160,1
4,-1,0,1659,958,122,1
-3,-1,0,-2686,-1150,-13101,0
-8,1,-1,-7052,-4628,-8638,0
-4,-2,0,-181,-1963,-1039,0
-19,-1,-1,-8055,-6117,-5615,0
-13,-1,0,-5186,-2872,-11398,0
-12,0,0,-11191,-2713,-21145,0
-4,0,1,2240,814,-1894,0
11,1,0,8983,6254,16799,1
1,2,1,208,-2452,-3934,1
-8,-2,0,-3335,-3312,-11945,0
1,2,0,-2003,-965,1815,0
-9,-2,-1,-6277,-2195,-9142,0
-4,0,1,-4044,-1857,-2974,0
6,1,0,586,769,5129,0
-12,0,-1,-9945,-9150,-14959,0
5,-2,0,2160,1525,-680,1
2,0,0,2761,3064,4679,1
-6,0,0,689,-2009,711,0
-4,1,0,-161,1737,951,0
-8,0,0,-4476,-3335,-8364,0
3,2,0,2039,-1104,8626,0
-6,-2,0,-2257,-3041,-11673,0
0,0,0,281,2497,1676,0
7,-1,1,4270,2304,8926,0
-14,0,0,-6641,-3546,-17222,0
4,0,0,1355,3435,-480,1
-6,0,0,-3981,-2147,-13414,0
5,-2,0,768,1371,-1595,1
14,2,0,9516,5740,13164,1
6,0,0,3034,2451,5491,1
6,-1,0,4942,2502,10149,1
-3,1,0,-1268,-1847,-10365,0
4,-2,0,908,825,3452,1
1,-2,0,2704,1163,6220,1
-9,-2,0,-2846,-2385,-5825,0
-1,0,1,1350,1540,5689,0
-6,-2,-1,-2634,-1359,-7669,0
4,-1,1,4955,2617,10725,1
-2,2,0,-2780,-588,6319,0
8,2,0,5425,3463,8656,1
2,-2,-1,2523,1216,4244,0
9,2,0,7557,5716,12179,1
-7,1,0,-5414,-4160,-11745,0
-1,0,1,49,-1684,3235,1
-8,-1,0,-6312,-5832,-10648,0
-1,2,0,3414,760,2830,1
2,0,0,2951,3436,1794,1
4,2,0,2408,122,-1724,1
10,-1,0,4471,2071,1831,1
0,0,0,156,-1452,3679,0
-8,0,0,-4606,-2330,-8737,0
-3,-1,0,-3020,404,-7105,0
0,0,0,4548,3553,-3350,1
-11,0,-1,-7497,-1952,-11985,0
-3,0,0,-1434,-4473,-1072,0
7,2,0,6031,3202,343,1
0,-2,1,-4086,-4175,-9121,0
-17,-2,0,-6290,-5386,-14567,0
-8,-2,-1,-5514,-2944,2099,0
5,-1,0,3507,3216,1549,1
3,0,0,-21,1830,-5306,0
6,2,0,2098,45,7247,1
11,-1,0,6329,6304,902,1
5,-2,1,3630,1560,7339,1
-14,-2,0,-8653,-5008,248,0
-1,-1,0,559,-1076,9915,0
-11,0,0,-3808,-1197,-157,0
6,1,1,5077,5125,9470,1
-9,0,0,-3496,-682,-7707,0
0,-2,0,3827,1075,-1933,1
-22,0,0,-11570,-7628,-15631,0
-2,2,0,-3537,-1752,590,0
1,1,0,2551,1516,4921,1
5,1,0,1049,-241,8015,1
-3,-1,0,588,14,3956,0
-10,-1,0,167,724,2433,1
1,-1,-1,760,1699,4554,1
-5,0,0,-3039,-2558,-7714,0
-4,-1,0,-2119,-435,-5933,0
2,-2,0,-1096,-679,713,0
-10,-1,-1,-4661,-4160,-6041,0
1,-2,0,-1496,357,-548,0
17,2,0,12817,8804,11497,1
-8,0,-1,-5227,-2934,-9786,0
-4,0,0,-1602,698,-16047,0
-23,0,0,-11844,-6601,-26503,0
10,0,1,3177,1871,14852,1
1,-1,1,17,104,-2029,1
1,1,1,2689,3579,7917,1
-4,0,0,-5011,-1872,-9209,0
11,0,0,6499,7756,10884,1
-8,0,0,-5212,-2111,-6567,0
-5,0,0,-695,112,-388,0
16,2,0,7592,2947,11531,1
3,2,0,3758,4677,-797,1
4,2,0,430,2402,7077,1
-6,-2,0,-2962,-702,-1831,0
-8,0,-1,-8015,-4387,-10593,0
-19,-1,-1,-11187,-7946,-10536,0
-15,-1,0,-7905,-908,-9374,0
4,0,0,2951,54,7561,1
4,1,0,1334,1459,1160,0
5,0,0,1575,3358,5017,1
9,0,-1,4575,2106,5302,1
3,-1,0,269,-763,879,1
4,2,0,-960,-774,3566,1
3,0,0,-708,-1736,1212,0
7,2,0,1477,1268,208,1
3,0,0,2109,-550,12339,1
-10,-2,0,-3606,-4528,793,0
7,-2,0,6530,4419,7856,0
3,1,0,3259,2267,3975,1
1,1,1,3025,552,1056,1
9,2,0,8487,7631,15627,1
23,2,0,11328,6485,13860,1
19,1,1,8915,6840,20471,1
0,2,0,-4872,-5042,-1546,0
3,-2,1,2776,1847,6470,1
-4,-2,0,-2339,-456,-1853,0
5,1,0,-379,-2453,9910,1
13,2,0,9296,5725,6605,1
5,1,1,1273,639,756,0
-13,0,0,-7877,-5082,-12478,0
5,2,1,7997,5700,4289,1
-1,2,0,-1813,130,-2209,0
15,2,1,10220,7088,16866,1
5,1,0,1103,1332,2864,1
1,0,0,1165,-1671,495,1
17,0,0,12508,7992,18105,1
-4,0,0,-2864,-1117,-9090,0
13,2,0,2950,1981,13321,1
8,0,0,5284,1626,2178,0
8,1,1,3160,2532,8297,1
-1,-2,0,618,-394,5987,0
-5,-1,-1,-1307,-1969,1315,0
-7,-2,-1,-6066,-2648,-13281,0
2,-1,0,2468,2326,5204,0
9,0,1,2144,4862,3913,0
-11,-2,0,-6372,-6489,-8559,0
-2,1,1,-1694,-137,-2104,0
17,1,0,9221,5288,22162,1
8,1,0,7794,4238,7029,1
10,2,1,4339,2638,6859,1
-1,1,0,-1316,-865,-280,0
-5,0,-1,-928,-849,-4101,0
-5,-2,1,-886,-57,16209,0
4,0,1,3276,556,6003,1
3,1,-1,-1631,-1546,-182,0
10,-1,1,8383,3565,9704,1
0,-1,-1,-2866,-2556,4128,0
4,0,1,1502,3140,7488,1
-10,-2,-1,-6873,-2434,-14444,0
2,0,0,2497,3551,-572,1
10,2,0,8417,6226,11148,1
4,-1,0,1518,1541,-2565,1
-14,-2,-1,-6786,-5750,-14895,0
8,-1,1,3915,2796,4701,1
-7,-2,-1,-3262,-2977,-3566,0
-6,-2,0,-7590,-2673,-7814,0
-9,0,0,-5587,-2747,187,0
-7,1,0,-2247,-642,-4414,0
-6,-1,-1,-2444,-3314,-1341,0
4,2,0,2314,1244,9821,1
11,0,0,6011,4537,6918,1
3,0,0,43,779,-646,1
-10,-2,0,-6815,-4790,-24401,0
-2,2,0,-3484,-476,-329,0
-5,1,1,-3162,-1300,-1191,0
3,-1,0,1731,604,171,1
-3,-2,0,-4302,-2921,-10269,0
-3,-1,0,-1993,-767,-12453,0
-4,0,0,-3751,-1578,-692,0
1,-1,0,225,485,181,1
0,-1,1,1903,1958,-1143,0
2,1,0,-200,-2131,464,0
0,-1,0,2368,2328,3765,0
1,0,0,517,1849,986,1
6,0,0,2458,2680,-217,1
-1,-1,0,1239,562,6389,1
-7,-2,0,-3254,-4469,-3923,0
-1,-1,0,-1105,-268,-4585,0
-6,-2,0,-3529,-2183,-385,0
3,0,1,2192,73,2907,1
-5,-2,0,-2678,-2113,1057,0
-9,-1,0,-3891,-3329,-16345,0
-1,0,-1,-3576,-2829,583,0
7,2,0,5001,971,4614,1
3,-2,0,4183,2227,-2631,1
0,1,0,622,1705,-8214,1
4,-1,-1,1139,1221,2864,1
5,1,0,-3338,227,3088,1
-8,0,0,-4580,-3256,-9834,0
0,2,0,-1661,779,-1164,1
-4,2,0,-2807,-1080,-10349,0
1,1,0,1109,405,739,1
-15,-2,0,-9415,-6133,-14600,0
0,0,0,120,1574,1683,0
-1,2,0,-3353,-1922,2588,0
10,0,0,2458,-7,793,0
-4,0,0,-4989,-3793,-8384,0
-5,2,0,-4101,-2449,-13356,0
-5,0,0,-2050,-2400,-3930,0
-22,-1,1,-13998,-9974,-12485,0
3,2,1,3586,1763,5863,1
18,0,0,10822,6958,12092,1
7,2,0,5578,2792,3357,1
7,-1,0,2948,2090,6971,1
6,0,-1,1502,1961,2486,1
6,-1,0,4696,2048,12363,1
6,1,0,4215,927,7272,1
-1,0,0,-73,1305,1280,1
1,0,0,1046,34,-1003,0
10,2,-1,3948,1549,5343,1
-7,0,0,-3234,-3382,-6120,0
17,0,0,9505,8032,10084,1
-8,-2,0,-4601,-1593,-13116,0
-11,0,0,-1363,-2978,-103,0
9,-1,0,4534,3133,1874,1
2,-2,0,4329,914,6226,1
-8,-1,0,-6508,-3353,1398,0
3,-2,0,-2037,-1869,-7169,0
2,2,0,869,-1046,6365,1
1,-2,0,422,487,-1882,0
14,0,0,6111,2956,6582,1
-2,-1,0,-6927,-2990,989,0
0,1,0,1577,1016,4014,1
-6,-1,0,-4945,-2373,-4275,0
5,-2,0,2178,1470,7864,0
-9,0,0,-1344,-1256,-3786,0
-3,1,0,-5703,-4301,-8177,0
-7,1,0,-6212,-4585,-17428,0
-3,-2,1,-2738,-2393,-7621,0
-5,-1,0,-1490,-931,826,0
0,2,0,1898,-443,-729,1
-3,-2,0,-956,405,6293,0
-6,-1,-1,-4489,-2145,-8210,0
-3,1,0,-1685,-1517,-13365,0
-9,0,-1,-279,-1337,5480,0
0,-2,0,1338,1073,4128,1
3,-2,0,3148,1870,2675,1
19,2,1,9505,5886,29169,1
9,2,0,3158,1162,3288,1
3,-1,0,-458,1441,1978,1
-7,2,0,-3335,-842,-767,0
-1,1,0,-1800,-944,6523,0
0,0,0,-940,-248,846,0
10,1,1,9924,8341,13830,1
-2,0,1,-766,706,325,1
3,2,1,2482,-647,3097,1
1,0,0,620,329,-628,0
-9,-1,0,-6030,-5336,4259,0
2,-2,0,4050,3197,6181,1
10,2,0,5238,2939,7898,1
-3,1,0,-1517,-2160,-4698,0
-12,-2,-1,-9531,-6134,-18149,0
0,1,0,165,198,-2423,1
-6,0,0,-4024,-37,-6123,0
-7,-2,0,-5655,-4843,-2366,0
-5,-1,0,-364,-647,5833,0
-7,0,0,-429,564,558,1
8,-1,0,5047,4580,8588,1
2,2,0,2828,750,3960,1
0,1,1,1671,1984,3182,1
1,2,0,1961,-363,3397,1
-7,-2,-1,-2954,-474,-2140,0
-3,-1,1,-264,-536,1299,0
4,0,0,1957,1361,5831,1
-1,0,0,-1514,-1779,-478,0
-18,-1,0,-8047,-7001,-14794,0
11,-1,0,7144,4560,8084,1
7,0,0,5109,2250,5913,1
6,-2,0,3180,3551,3286,1
5,2,0,3041,3712,1837,1
18,2,1,8941,4887,13089,1
-8,-1,0,-4094,-1366,-5841,0
1,1,1,2962,752,-830,1
13,1,1,7979,5986,17167,1
-4,-1,0,-1291,-353,-6566,0
-11,-1,-1,-8953,-6597,-13064,0
13,2,0,5261,1617,11013,1
-6,-1,0,-4821,-2153,-8366,0
-6,0,0,-2369,-2512,-2471,0
3,1,1,1596,1503,3580,1
13,-1,1,8210,4338,1757,1
4,0,1,4490,2881,10732,1
-7,-2,-1,-5105,-2800,-4526,0
6,1,0,3828,4169,4837,1
7,2,1,7086,3773,10728,1
3,0,1,167,58,311,0
-4,-1,0,-4208,-2440,1901,0
3,-1,0,-189,3319,-2796,0
2,2,0,-1216,-665,-4187,0
2,-2,-1,-27,-437,818,0
8,2,0,4894,2359,3736,0
-6,-1,0,-1646,-1183,2784,0
-4,2,0,178,65,4639,0
-2,-2,0,2674,3228,1693,1
-18,-1,0,-6670,-4356,-7250,0
14,2,0,7944,6825,11670,1
0,-2,1,2857,2475,-3656,0
