blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTotalGold,blueTeamXp,blueTeamTotalDamageToChamps,blueWin
3,2,1,-1219,1999,10254,0
6,2,1,3940,3325,3475,1
-6,-2,0,-2764,-581,-8742,0
1,-2,0,27,1482,6750,1
11,2,0,7229,5283,8713,1
2,-1,0,2128,1670,5083,0
4,0,0,1475,-442,2905,1
-8,-1,1,-3202,-1747,-4690,0
6,0,0,2323,184,7543,1
1,1,1,1875,1204,5594,1
-14,-1,-1,-7651,-5076,-9957,0
-3,-1,0,-2289,-1168,-6446,0
1,-1,0,1820,1488,2465,1
-3,2,1,-2900,-2480,-6066,0
-3,0,0,-1251,-462,-6323,0
2,2,0,2271,2740,-114,1
2,-2,0,-637,972,-6530,0
1,1,0,931,800,3025,1
-8,-2,-1,-5997,-3305,-13646,0
-7,1,0,-3905,-3512,-3199,0
-8,-1,0,-667,-1340,-1398,0
10,0,0,4265,3336,13377,1
8,-2,0,3343,1289,-2572,1
11,0,1,6504,4099,2486,1
-1,0,0,-572,1749,-9291,0
-3,1,0,-2638,-2656,-2307,0
6,0,0,627,2780,2788,1
2,-1,0,438,1355,1266,1
-5,0,-1,-6451,-4920,-11942,0
0,-2,1,1278,-894,635,1
-2,1,0,-492,-1290,-6563,0
-2,-1,0,-1286,419,-1528,0
-13,-2,0,-4440,-2522,-8439,0
-3,2,0,6,1960,-6086,0
13,0,0,5152,4641,20918,1
-1,0,0,-3116,-2560,4712,0
11,1,0,5976,2910,11141,1
0,-2,0,2313,2688,3729,1
0,2,-1,2085,736,-743,1
0,0,0,1246,-1276,-2204,0
4,-2,1,1665,3268,7418,0
-3,-2,0,-4176,-2845,-6123,0
0,0,0,1380,1013,5776,0
-6,-2,0,-3580,-711,321,0
11,1,0,7324,4011,13856,1
-8,0,0,-2691,-3031,-5381,0
7,2,0,2485,-82,3473,1
11,2,0,6245,6230,10841,1
-10,0,0,-7727,-3674,-8047,0
8,0,0,7463,4040,14836,1
5,0,0,1014,-171,8344,0
3,0,0,528,1145,-1849,0
6,-1,0,2697,1527,5919,0
1,-1,0,1170,1264,471,0
1,0,0,-1248,-228,7441,0
7,0,0,4556,990,9062,1
6,2,1,2922,600,-2194,1
-1,-2,0,4,-1742,877,0
-13,-1,0,-5514,-6615,-8615,0
1,-2,0,-222,-219,-617,0
4,-2,0,1079,110,4607,0
-6,-2,0,-2981,-2897,-7509,0
-13,1,-1,-4571,-3443,-8328,0
3,-2,0,3360,1866,-458,1
-14,2,0,-6756,-5770,-1631,0
2,2,1,2972,702,3426,1
8,0,0,4471,6400,4104,1
10,-1,0,5561,5378,10495,1
3,-2,-1,396,-935,-5302,0
1,0,1,3485,2039,-495,1
-1,-2,0,410,-538,1955,0
-9,-2,0,-5586,-2061,-5783,0
2,0,0,2078,1770,4210,1
0,2,0,353,369,12077,1
5,-1,1,4417,3419,6870,1
-1,2,1,1048,1900,-2880,1
-2,0,0,-2100,-2472,-2379,0
-10,1,0,-5363,-5325,-6239,0
0,0,0,3505,-479,619,1
11,0,0,4767,5992,6059,1
-16,-2,0,-5551,-3339,-11534,0
0,0,0,-3072,-195,5539,0
-3,-2,0,-1067,-478,-4531,0
4,2,1,3106,2259,-6188,1
13,0,0,7683,6341,10963,1
8,1,0,3858,1812,2999,1
9,0,0,3753,2291,3675,1
6,-1,0,4528,1836,8234,1
3,-2,0,-1201,450,2905,0
6,1,0,2452,1766,-3586,1
1,2,0,-472,509,-7007,0
-19,-2,0,-11209,-6858,-14092,0
-8,-1,1,-3362,-2742,3053,0
3,0,1,328,822,1260,1
7,1,0,4031,2479,2509,0
3,0,1,1919,788,-2723,1
1,2,1,-426,-692,1275,0
-12,-1,0,-6966,-5001,-16267,0
-7,2,0,-2829,-3977,-4027,0
2,0,0,-1743,517,-2576,1
-2,0,0,849,1540,-3503,0
-4,-2,0,406,-619,5922,0
4,1,0,1929,1566,6701,1
11,2,1,7819,6185,8032,1
-2,0,0,585,1426,-8372,1
-5,-2,1,-1927,-2474,1771,0
5,0,1,1760,1550,7084,1
7,1,0,-195,652,-666,1
-14,-2,0,-9333,-4616,-19491,0
10,0,0,5025,5341,5331,1
-1,0,0,-1779,-1926,2610,0
4,0,0,2301,130,446,1
13,1,0,8473,5958,9539,1
1,-1,0,3638,1375,-1447,0
0,-1,1,2579,1423,-155,1
5,0,0,3482,3397,2640,0
5,-1,1,8131,8392,11757,1
2,0,0,3658,4734,3202,1
5,2,0,4525,5458,-1032,0
-11,-1,0,-6637,-5431,-9805,0
-6,1,1,-2518,-1030,-3913,0
10,-1,0,838,-143,-2854,0
6,2,0,2793,3023,1741,1
17,-1,0,6994,7621,5614,1
-6,0,0,-2871,-1206,-4203,0
2,0,0,-544,1283,2445,1
3,0,1,988,1646,-323,1
0,2,0,554,-906,-1049,1
-5,-1,0,-3671,-3202,218,0
-6,0,0,-3467,-3723,-8449,0
-1,-2,0,81,-1051,6102,0
0,-2,0,-1225,-1318,397,0
6,2,0,1637,3716,3408,1
-9,2,0,-4076,-416,-5802,0
13,2,0,7152,6715,15439,1
-2,-2,0,-970,-599,5433,0
6,0,0,4129,2509,8546,1
4,1,1,4537,792,1512,1
-1,1,0,405,801,9781,1
9,1,0,3992,659,13597,0
-7,-2,0,-3086,-2134,-5609,0
11,-2,0,6128,3288,11988,1
-12,-1,0,-8176,-5335,-9655,0
2,-2,0,2028,718,6937,1
2,2,0,2229,1818,8436,1
-5,-2,0,-4280,-3794,-12593,0
4,0,0,2489,2641,2166,0
10,0,1,5953,3608,6182,1
5,2,0,3987,1349,7023,1
12,-2,0,5654,4618,8593,1
0,-2,0,444,1376,504,0
0,-2,0,-291,-1425,-9540,0
2,1,0,-1888,-1281,-5028,0
4,2,-1,2087,2157,3290,1
3,0,0,2566,674,1408,1
1,0,0,1513,1517,7170,0
7,0,1,3663,4264,2669,1
-3,1,0,-3347,-4066,-910,0
-1,2,-1,-1766,-1867,-4270,0
5,2,0,4253,4737,961,1
5,2,-1,4590,2485,7758,1
1,-2,0,3064,1525,-799,0
9,0,0,2977,3252,18299,1
-10,-1,0,-2359,-5226,-12107,0
-6,-2,0,-3805,-1150,-1939,0
2,0,0,1458,2159,2353,0
-3,0,0,-607,-492,-8203,0
-3,0,-1,-1695,-2595,-9379,0
-11,-1,-1,-4866,-4562,-11604,0
7,-1,0,1822,1210,-892,1
4,2,0,3454,1361,2845,1
5,0,0,1638,2615,1512,1
-6,-2,1,-3783,-3109,-11711,0
9,0,1,2404,1475,7558,1
-3,0,0,-2285,-3345,-2736,0
0,0,0,-901,-4045,-7952,0
0,2,0,61,2397,7925,1
-4,0,0,-2444,-1844,-2652,0
2,0,0,237,-65,8962,0
4,-1,0,3928,953,496,1
-4,0,0,-4747,-2569,-8594,0
-1,2,1,-1274,463,3793,1
-22,0,-1,-16335,-9650,-18066,0
10,1,0,5546,3211,11996,1
-5,2,0,-1135,-1031,-4600,0
11,1,0,10494,5884,5781,1
2,0,0,2093,1394,5848,1
3,0,0,2819,2819,-1133,1
7,1,0,2495,345,5673,1
-6,1,0,-1361,-2469,-4691,0
2,1,1,-246,-320,-1908,0
-7,1,0,-3916,-1296,-8165,0
-3,-2,-1,-1794,-465,1906,0
6,0,0,2660,1445,901,0
3,-1,0,761,248,4891,0
3,-2,0,4395,2316,4383,1
-7,2,0,1657,1303,-3175,1
-1,-1,0,-3775,-4058,-1876,0
-10,-2,0,-5315,-3553,-6467,0
7,1,0,3019,3862,7200,1
6,0,0,428,41,5576,1
2,1,0,-84,467,-302,1
4,2,0,1575,1090,1963,1
-3,0,0,-282,-377,-1282,0
1,1,0,-2,343,-775,0
-2,0,0,-618,-966,-3942,0
7,2,0,4703,4508,6674,1
-5,-1,0,2535,1058,-918,0
4,-2,1,1916,1950,188,0
-10,-2,0,-4175,-1664,-7505,0
13,2,0,6791,4236,14499,1
-5,-2,0,-3586,-3409,237,0
-12,-2,0,-6823,-3716,-4109,0
-10,-1,0,-8225,-4107,-14026,0
4,1,0,1605,-613,-2555,1
6,1,0,4940,1656,-3874,1
5,-1,0,3580,1503,6525,1
-7,0,0,-3640,-1237,-3098,0
12,1,0,3904,2425,5748,1
1,0,1,1345,1587,3659,1
2,2,0,2392,2642,1530,1
3,1,0,160,1008,9732,1
5,-1,0,1226,-508,461,0
0,-1,0,-1609,-1730,-1818,0
5,2,0,4653,3107,499,1
3,0,0,3083,3418,6032,1
10,0,-1,2303,2444,4054,0
5,1,0,5028,4398,2949,1
12,1,0,5412,4378,6281,1
0,0,0,-3171,-2903,-5197,0
-9,-2,1,-2266,-1334,-9415,0
-5,0,-1,-3131,-363,79,0
-9,-2,-1,-6053,-5225,-9881,0
4,1,0,2518,-608,-1578,1
-4,1,0,-2756,-2579,-395,0
5,2,0,4049,2811,3772,1
1,-2,0,1048,731,-1559,1
-18,-2,0,-14444,-9722,-20281,0
-1,2,-1,-1998,-1126,-6959,0
5,1,0,4696,3044,20263,1
16,2,0,10770,4129,13081,1
10,2,0,5891,3820,25687,1
1,-1,0,1187,73,-1740,1
-11,-2,-1,-1710,798,-12609,0
-4,-2,0,-2443,357,-11226,0
-7,0,-1,-1491,-573,-19744,0
8,2,1,1817,2691,7471,0
1,0,-1,-497,-140,-1573,0
-8,0,0,-6312,-5446,1369,0
-9,-1,0,-5638,-1207,-5968,0
-20,0,0,-11998,-8710,-19055,0
-2,-2,0,105,72,-4463,0
6,1,0,3983,1014,13284,0
12,2,0,3952,2464,16692,1
3,2,0,1995,3274,653,1
13,1,0,7269,3270,5571,1
-16,0,0,-9588,-4276,-17119,0
6,0,0,-1253,-789,-1851,0
-7,-2,-1,-4628,-3786,-970,0
-10,-2,0,-6312,-3737,-6984,0
-5,-2,0,-4402,-3429,-4310,0
-3,-1,0,-3290,-1750,-11410,0
2,0,0,-608,423,-4084,0
-5,0,0,-2767,-1313,-5081,0
-8,-2,0,-5071,-2674,-9069,0
-5,-2,0,-2243,-4771,-2225,0
10,2,0,6884,3195,12165,1
5,-2,0,2454,-328,1069,1
10,2,0,5727,5907,12885,1
-12,-1,0,-4855,-2099,-6719,0
9,0,1,2708,4415,1365,1
-1,0,-1,-1938,-2493,-2015,0
7,0,1,5690,4681,12093,1
17,2,1,10812,5837,17950,1
-14,-2,-1,-5760,-5108,-7851,0
-3,-2,0,-2392,-1212,-5269,0
-15,0,0,-9749,-6983,-11262,0
-13,-2,0,-6971,-2973,-12855,0
-3,1,0,-111,-1082,-2189,0
-3,0,1,621,980,-4094,1
-3,-1,0,-1355,-395,-6848,0
-1,0,-1,1737,-695,6071,0
-2,-2,0,-1501,-1413,-1426,0
-10,0,0,-2062,-2415,-7597,0
-10,-2,0,-3531,-422,-9907,0
7,1,0,5751,2745,2352,1
5,0,0,2888,1062,-2220,1
4,0,0,6983,4592,-2876,1
-1,1,0,-1513,1721,2657,0
7,2,0,5689,2447,6578,1
7,2,1,3248,3941,2147,1
3,-1,0,3786,2309,129,1
2,1,0,-1420,-1564,-2358,0
-4,-2,0,-2517,375,-4989,0
7,0,0,2204,-486,7489,1
4,-2,1,567,1093,-3421,1
-5,1,0,-3742,-2210,-5742,0
-2,0,0,872,1299,-664,1
-6,-1,0,-3543,-3386,-7103,0
-3,-1,-1,-1484,-3048,-4993,0
-12,-1,0,-5944,-3031,731,0
-3,-1,0,-3900,-3793,-1689,0
11,1,0,4926,1802,21160,1
4,-1,0,2625,2735,7531,0
8,2,0,2409,1979,11108,0
2,-1,1,830,165,622,0
-3,0,0,1568,1185,4857,0
13,2,0,5164,2655,1803,1
12,1,1,8103,7650,16438,1
13,0,0,9115,7060,14597,1
1,-1,0,-2953,-1182,-796,0
6,2,0,6428,1981,4534,0
1,1,0,2721,-7,7220,1
-2,0,0,755,-2171,3870,1
4,2,0,6353,3373,3499,1
-3,2,0,-629,2438,6624,0
-3,-1,0,-4297,-1440,3149,0
-12,-2,-1,-6276,-2291,-5950,0
-6,-2,0,-437,-1814,-7598,0
8,1,0,6118,5859,11357,1
0,-1,-1,-3283,-1558,-6475,0
1,2,0,1423,1024,2854,1
4,0,-1,887,-1174,8701,0
-2,1,0,261,1785,-8706,1
2,-1,0,152,685,3997,0
0,-2,1,-411,-551,-5646,0
2,-2,0,2205,1950,-3181,1
-1,-1,1,781,1705,1483,0
-3,-1,0,-3912,-3022,-828,0
-9,-1,0,-2933,-1236,-6529,0
-6,2,0,-5381,-1226,2254,0
-7,1,0,-4538,-1428,-24742,0
9,0,0,7582,5847,7445,1
2,-1,0,1008,426,-5669,0
12,2,0,7944,4708,4415,1
10,0,1,7618,3866,8979,1
-15,-1,0,-9582,-4686,-9588,0
6,2,0,3940,2333,11755,1
13,0,0,6881,2037,14551,1
2,1,0,-525,-2661,-5261,0
7,0,0,2933,3482,7037,1
-5,-1,0,-3662,-4819,-3525,0
1,2,0,1395,3021,2925,0
-10,-2,0,-4101,-3568,-11781,0
-3,1,-1,-4748,-1658,-7374,0
10,0,1,5157,4769,-551,1
0,-2,0,-452,-1314,-1558,0
11,2,0,12135,8886,893,1
-10,-1,-1,-7385,-3810,-7510,0
2,-1,0,-895,-291,-1542,0
-2,-2,0,938,954,682,0
12,1,0,6042,3336,9010,1
-2,0,-1,48,-332,-9426,0
3,2,0,208,7,-2377,1
8,2,0,6702,5455,-314,1
2,-1,0,-445,-565,962,0
14,0,0,5768,2999,11024,1
-4,-1,0,-4299,-3913,292,0
16,1,0,4118,2798,16947,1
-10,0,0,-4785,-1418,-10437,0
15,0,0,8645,6728,9458,1
-9,-2,-1,-3695,-3714,-1482,0
-6,0,0,-4986,-3885,-8643,0
4,2,0,3091,2901,-718,1
-8,-2,0,-4190,-4593,-1112,0
8,0,0,4381,4338,6496,1
-12,-2,0,-8907,-5306,-13509,0
11,1,0,6014,2695,10585,1
-11,0,-1,-7231,-5447,-5923,0
6,2,0,3076,1935,9908,0
2,2,0,2286,-920,2480,1
12,2,0,7371,4837,15052,1
-2,-1,0,540,50,-2097,0
6,-2,-1,1534,224,6253,0
-1,0,0,-11,-1035,3635,0
-10,0,0,-6053,-5144,-4531,0
0,1,0,-2125,-3371,850,1
3,0,0,2728,1266,7447,1
-2,1,0,-2816,-2935,-3729,0
-3,-2,0,-3152,-4588,4239,0
-2,2,-1,-341,60,-3314,0
0,-1,0,-2686,-1332,1405,0
8,0,0,3513,3392,-1216,1
5,2,0,380,-128,8392,0
3,0,0,1934,1006,6377,0
-5,-2,0,-844,-2800,-9940,0
-4,0,0,-4060,-2932,-507,0
-1,-2,0,-2972,-3575,3089,0
-9,-2,0,-5794,-4080,-6261,0
1,2,-1,-2650,570,2561,0
-10,-2,0,-6121,-3586,-6814,0
11,1,0,3663,4658,16933,1
8,0,0,4054,555,14318,1
12,1,1,6884,4657,17034,1
-5,0,0,1063,1200,112,0
8,1,0,5120,5218,13865,1
5,2,0,5688,3152,1664,1
7,2,0,4392,3707,5067,1
-8,-2,-1,-6490,-4767,-3338,0
-7,-1,0,-3738,-1796,-3721,0
-3,1,0,524,57,-3313,0
5,2,0,4145,4377,3626,1
-6,0,0,-542,1204,-9177,0
15,1,0,4938,3324,11713,1
5,2,0,1085,2249,11854,1
0,1,0,2240,-544,8925,1
8,-2,1,980,895,-275,0
0,2,-1,-1069,-1235,-851,0
11,1,1,7692,5229,10832,1
6,0,0,2541,928,-4842,1
7,1,0,3432,1099,1534,1
-6,-2,0,-4365,-5531,932,0
-9,-2,0,-5323,-1679,-10856,0
2,-1,0,-985,-3126,-8950,0
6,0,0,2892,2266,8514,1
5,0,0,3758,1009,11686,1
0,2,0,743,-3196,-1555,0
-8,0,1,-2471,-2234,-1919,0
3,2,0,2311,3468,898,1
7,2,0,2705,1209,-2927,1
-1,2,-1,2969,669,1369,1
-9,0,0,-6570,-5758,-12859,0
11,2,0,5624,1741,6964,1
18,0,0,7387,4596,17826,1
6,1,0,3776,1129,-2572,1
4,1,0,1031,452,7330,0
-14,-2,1,-4586,-6058,-11231,0
2,-1,0,2948,3545,4985,1
-7,0,-1,-5647,-3671,-7857,0
2,-1,0,1408,1259,3851,1
2,0,1,2616,1959,-3094,1
1,0,0,1110,901,4131,1
-5,-2,-1,-2916,-2676,-3293,0
7,1,1,1900,267,-465,0
-12,-2,-1,-9418,-3277,-9200,0
1,1,0,2029,-406,8625,1
6,2,0,760,548,329,0
1,2,1,1296,10,1305,1
5,0,1,144,529,-6289,0
8,0,1,6868,2086,9688,1
-7,-2,0,-3043,-4302,-4218,0
8,0,0,5153,3656,10369,1
14,0,-1,8106,7680,13126,1
5,1,0,4924,45,5518,1
-6,1,0,-3592,-4795,-9610,0
4,0,0,1835,80,-642,1
-8,0,0,-3057,-1379,1202,0
7,0,0,4145,1865,10348,1
12,2,0,4683,3191,7183,0
8,-1,0,4660,4303,4576,1
-8,-2,0,-4469,-2918,-8331,0
-14,1,0,-9361,-4979,-9254,0
-20,-2,-1,-10971,-9844,-18190,0
3,0,0,2050,265,-4003,0
1,1,0,-1577,982,2242,0
0,-1,0,-2080,-1811,-3917,0
9,2,0,7186,5044,9476,1
14,0,0,11220,7939,4972,1
-7,0,1,-4117,-3431,-9938,0
-12,-2,0,-11906,-6849,-6899,0
-12,0,0,-5395,-2347,-10749,0
2,0,0,-845,-1775,8351,1
-10,-2,0,-1961,-1675,1011,0
9,-2,0,5286,996,7258,1
-9,-2,0,-5648,-5603,-8796,0
-2,0,0,-1444,-253,1503,0
-1,1,0,-2072,-1232,-6295,0
-5,0,0,-681,1355,507,1
11,2,1,4315,3384,9655,1
11,2,1,6260,3832,19236,1
-4,0,0,-2574,-2771,-11760,0
13,2,-1,3390,779,2146,1
5,0,0,-322,-653,3450,0
0,0,0,-1300,1199,-11837,0
-2,2,0,-3189,-535,-6770,0
5,1,1,4358,2026,12744,1
-9,-1,0,-4368,-2843,-1061,0
14,0,0,8299,4366,11251,1
4,2,0,3205,3124,7828,1
2,-2,0,2797,2177,1157,1
6,0,0,3988,2160,504,1
4,0,0,4763,900,12463,1
0,0,1,3676,2390,690,1
-5,1,0,-1664,-2676,-9271,0
5,2,0,3906,2025,4532,1
-3,0,0,-605,890,6219,0
6,-1,0,1771,2488,-4091,1
-3,0,0,-4001,-2169,-2313,0
0,1,0,1309,4621,1664,1
6,0,1,3278,1577,3717,0
8,-1,0,6679,4741,6673,1
-13,-2,0,-7293,-5230,-8069,0
7,1,0,6260,3122,21236,1
-11,-2,0,-2355,-3352,-9863,0
-1,0,1,515,270,3997,1
-8,-2,0,-7822,-4759,-10007,0
5,1,0,1035,3436,-3980,1
9,2,0,6212,4278,11972,1
-1,-1,0,544,2402,-3646,0
2,0,0,3758,1651,426,1
3,0,0,1894,878,2429,1
1,-2,0,-534,-1030,-1280,0
7,1,1,4312,4142,9160,1
-6,-1,0,-5079,-5972,-8319,0
5,0,0,3663,1955,8088,1
-16,-2,0,-10259,-5672,-11882,0
4,1,0,2249,2179,5841,1
8,1,0,6381,1935,4183,1
6,0,0,6470,2187,11287,0
6,-2,0,1706,-957,5267,1
-4,-2,1,-1248,-451,-5022,0
-1,-2,1,-868,-900,-10930,0
-1,-1,0,-1520,-2126,3655,0
6,0,0,4977,4279,15844,1
11,2,0,7703,3801,-2028,1
-7,1,0,-171,912,2509,1
2,2,0,-1591,-845,9409,1
10,0,1,5910,6411,12224,1
2,-2,0,1736,2450,3013,1
-3,0,0,1422,-322,4757,1
2,0,0,-1172,2667,4118,1
3,1,0,2781,544,6056,1
-15,-1,0,-8621,-5883,-16480,0
-4,2,-1,-791,-811,-3978,0
1,-2,0,703,538,-6822,0
-6,-2,0,-4376,-1217,-2706,0
18,2,1,11849,4837,20906,1
0,2,0,3355,5116,7980,1
-7,-2,1,-1864,-1230,-4181,0
19,1,0,11148,8924,11440,1
-10,0,0,-6723,-3776,-3847,0
6,-2,0,2043,1302,10218,1
14,0,1,6862,3949,6875,1
-6,1,0,-3249,-1161,-13316,0
5,2,1,2631,3368,2336,1
18,0,0,10927,8587,13881,1
2,2,0,1443,64,6023,1
11,2,1,7845,6869,10188,1
9,2,0,4848,5232,16360,1
0,1,0,1617,-654,-735,1
3,1,1,2800,3126,5203,1
2,-2,-1,2304,298,42,1
10,2,0,5634,6449,11303,1
0,0,0,-2073,-2285,-2365,0
0,-2,0,-1156,-997,-444,0
-2,1,0,1188,2535,2667,0
9,2,0,9071,4151,-2388,1
8,2,0,4875,2054,2373,1
1,0,0,224,595,3650,0
-6,1,0,-3809,-6177,-5773,0
-8,0,0,-5542,-3130,-10615,0
2,2,0,-1890,-2166,173,0
-9,0,-1,-5802,-4139,-12220,0
3,0,1,2765,3043,4331,1
6,0,0,4945,3778,3304,1
3,0,0,726,461,1578,0
6,-2,0,190,163,117,0
0,0,1,-1443,633,4968,0
10,1,0,7631,5154,6526,1
7,-2,-1,5914,876,6938,0
6,-2,0,3952,1906,5160,1
1,-2,1,1998,2706,1377,1
1,-2,0,3732,2387,10060,0
7,-1,-1,2781,2286,4694,0
-10,-2,0,-5517,-2794,-10600,0
5,1,0,792,-1519,1358,0
-3,-2,0,-1197,-1479,5314,0
4,0,0,1194,2761,9714,1
-4,-2,0,-1938,-1013,-2637,0
5,0,0,2198,1776,-115,1
-2,0,0,-1251,-1612,10365,0
6,0,0,4078,2668,7345,1
-7,0,0,-2964,-4363,-7702,0
-3,1,0,2950,2362,-2634,1
20,2,0,11710,8806,17511,1
-12,0,0,-3796,-2519,-3023,0
8,2,0,7361,3880,5138,1
15,1,0,8739,4538,9452,1
11,-1,0,4601,2718,5775,1
11,1,0,5699,4033,3276,1
5,-2,1,2488,3683,4675,0
-4,0,0,-1609,-1525,-5512,0
-11,-2,0,-6743,-2251,-19041,0
6,0,1,3352,3443,4177,0
5,1,0,4576,4184,8066,1
11,0,-1,5446,3820,12121,1
-11,-2,0,-5751,-2250,-3959,0
3,1,0,3062,1610,-2588,1
-10,-2,-1,-7453,-5337,-8904,0
-2,-2,0,-1873,211,-2141,0
-3,-2,-1,-3251,-4542,-2961,0
0,1,0,406,666,-5148,1
7,2,0,4649,3465,10877,1
-7,-1,0,-5376,-3602,-11182,0
-5,0,0,-4670,-3718,-2352,0
-5,0,0,-3192,-2399,-12157,0
15,2,1,8758,6984,21346,1
-3,1,0,-2220,-1321,-756,0
10,1,0,5357,1525,5465,1
-3,0,0,-3183,-2843,1646,0
8,-2,1,8110,4034,1492,1
-6,-2,-1,-2558,-2683,-1024,0
2,1,0,-1662,2461,1797,1
0,2,0,-1437,-1181,9841,0
3,-1,0,296,-429,4644,0
14,2,0,8586,6971,16068,1
10,-2,0,7010,3885,1875,1
-1,1,0,-3159,0,2507,1
6,1,0,2630,-762,-115,1
5,-1,0,3715,3489,4056,1
5,0,1,2388,1551,-2876,1
-4,-2,0,-4172,-1004,-5484,0
-14,-2,-1,-8722,-7764,-15241,0
15,-2,0,9174,6426,23423,1
6,0,0,5836,3822,5662,1
4,0,0,-337,1271,3352,0
-6,-2,-1,-747,1495,-2522,0
-2,0,0,-562,-90,3165,0
-1,0,1,-1902,-551,1802,0
2,-1,0,-1371,-3205,-440,0
-16,-2,0,-12053,-8736,-16637,0
16,2,0,8744,5387,15525,1
9,-2,0,3287,3076,8874,1
-4,2,0,-1300,-789,-14983,0
-2,2,0,2507,-503,325,1
5,2,0,693,548,5192,0
10,0,0,8381,2438,7880,1
-2,-2,0,809,-1509,989,0
-3,-2,1,389,289,2672,0
1,-2,-1,3337,1535,4545,0
-6,1,0,-7255,-3538,-2013,0
9,0,1,3800,1897,14105,1
0,-1,0,3958,2033,-8320,0
9,2,0,6853,3479,10622,1
9,-1,0,4801,1804,6591,1
2,-1,0,2956,2911,8960,0
12,2,0,7825,5085,12924,0
-2,2,0,-3093,-1788,-969,0
-8,-1,-1,-3306,-1301,-6153,0
-4,2,0,-3415,1482,3644,1
10,-2,1,3709,3326,7058,1
-4,0,0,-3199,-2975,-3814,0
14,1,0,6472,2940,9146,1
7,1,1,3868,2805,7332,1
1,0,0,236,446,-8695,1
-11,-1,0,-7384,-5586,-16874,0
0,-1,0,-475,-422,5576,0
3,-2,0,2161,2454,7853,0
5,1,1,-147,572,-3764,1
-8,-1,0,-3292,-2847,-10568,0
5,0,0,6068,2204,5294,1
6,0,0,2212,-610,-1740,0
-8,-2,0,-4320,-2457,-6701,0
2,1,0,72,872,2242,0
2,-2,0,3098,1014,4870,1
7,0,0,-116,-763,-7460,0
11,2,0,6251,2687,7258,1
5,2,0,2194,2052,3372,1
8,0,0,5183,3939,7130,0
6,-2,0,2119,2810,4517,0
7,1,0,1378,1910,8937,1
-3,2,0,-2067,-3339,-1361,0
11,1,1,4837,2363,11913,1
1,0,0,863,3029,-2845,1
5,1,0,1977,2066,-555,1
4,2,0,4568,1575,10684,1
-6,-2,0,-3283,-2020,-3993,0
4,-1,0,2490,2018,4403,0
3,2,0,3138,1257,1788,1
3,-1,0,3880,3640,4990,1
6,2,0,3898,867,13097,1
1,2,0,1586,2100,-526,1
-4,-2,-1,-213,153,-11267,0
-2,0,0,-2873,-1863,-4395,0
-1,0,1,2897,2374,11772,0
2,0,0,3061,2079,-5405,0
6,-2,0,4181,-816,3395,0
6,2,1,4715,2441,13855,1
-10,-1,0,-7203,-5691,-2091,0
4,2,0,1387,1569,8996,1
5,2,0,2059,641,6536,1
-8,0,0,-3119,-1019,-5366,0
0,1,0,529,1220,630,0
-7,-2,-1,-5253,-2010,-6957,0
11,1,0,4828,1843,9125,1
5,-1,0,2593,3672,6517,0
3,2,0,1787,3793,7052,1
4,0,0,3556,1697,8568,1
-3,-2,0,-5094,-3392,-5189,0
-6,0,0,-3554,-1878,-6323,0
-4,-1,0,1035,-238,4056,0
11,1,-1,3642,2911,-1461,1
-8,-1,0,-5341,-4455,-13711,0
-1,2,0,1139,908,825,1
9,0,0,6111,3253,3752,1
4,1,0,3199,4142,2725,1
11,1,0,4416,5006,4815,1
6,2,0,1628,859,1932,0
-16,-2,0,-8092,-6475,-12197,0
9,1,0,3230,2334,1690,1
2,2,0,2636,-1402,4457,0
11,1,0,6900,2960,12063,1
7,0,0,5001,2947,9843,0
4,2,0,1235,1432,7108,1
-7,0,0,-4834,-3005,-1976,0
-9,-2,0,-8797,-5180,-7582,0
-9,-1,0,-6375,-5748,-6129,0
5,2,1,5300,2288,6004,1
-7,-2,0,-6092,-5746,-6227,0
2,-1,0,2692,2624,8509,1
0,2,0,2122,-750,2000,1
4,2,0,1466,3639,1445,0
0,0,-1,-2722,-3678,-3667,0
15,2,0,7411,5512,13940,1
-5,0,0,-2034,1876,-4064,0
-9,-2,0,-5354,-3767,-13631,0
-10,-2,0,-6300,-3533,-10509,0
4,0,0,4233,1037,12026,1
16,2,0,6368,4134,7566,1
-1,-2,0,-858,-2088,-2853,0
6,0,0,4291,4648,3326,1
3,2,0,-3184,-3127,-2656,0
-3,-2,-1,-6909,-4332,-13995,0
-1,-2,0,-915,-1752,-5514,0
-4,-1,0,-1423,-851,1197,0
-9,0,0,-4994,-1335,-7385,0
6,1,0,1654,57,7924,1
-6,0,-1,-4239,-1544,826,0
-6,0,1,-4240,-5011,1441,0
-4,0,0,-3914,-1909,-8685,0
-15,-2,0,-7704,-5596,-11338,0
0,-2,0,-898,-1989,782,0
-4,-2,0,-1775,-1454,-3741,0
-8,-2,-1,-1983,-1616,1879,0
6,1,0,2427,2088,3827,1
6,1,1,3931,5361,2632,1
-1,0,0,-521,1507,3153,0
-6,-2,0,-3318,-1659,-6588,0
11,2,0,10612,3687,19525,1
-1,-1,0,1055,932,1858,1
10,0,0,1347,1517,-3092,0
-9,-1,0,-3207,-2868,-7882,0
-13,1,0,-7045,-4818,-17823,0
-4,1,0,-3778,-3059,-1522,0
-3,-1,0,-1198,-618,211,0
5,-1,0,3395,1607,187,1
